"af_name","at_name","atmp_code","atq_code","atq_text","atq_response_type","atq_question_type","atq_is_mandatory","atq_is_active","atq_sequence"
"governr Position Internal AI Risk Framework","governr Position Internal Agent Risk Assessment","GOVR-INT-AGENT-RISK","A-09","How effectively does your organisation manage context window limits and truncation for AI agent sessions?","SINGLE_CHOICE","MULTIPLE_CHOICE_SINGLE","Y","Y","9"
"governr Position Internal AI Risk Framework","governr Position Internal Agent Risk Assessment","GOVR-INT-AGENT-RISK","A-10","How well does your organisation control the sequences and combinations in which AI agents can chain tools?","SINGLE_CHOICE","MULTIPLE_CHOICE_SINGLE","Y","Y","10"
"governr Position Internal AI Risk Framework","governr Position Internal Dataset Risk Assessment","GOVR-INT-DATASET-RISK","D-01","How comprehensively does your organisation monitor and audit training datasets for tampering or malicious modification?","SINGLE_CHOICE","MULTIPLE_CHOICE_SINGLE","Y","Y","1"
"governr Position Internal AI Risk Framework","governr Position Internal Dataset Risk Assessment","GOVR-INT-DATASET-RISK","D-02","How effectively does your organisation detect and remove personal data from datasets before model training?","SINGLE_CHOICE","MULTIPLE_CHOICE_SINGLE","Y","Y","2"
"governr Position Internal AI Risk Framework","governr Position Internal Dataset Risk Assessment","GOVR-INT-DATASET-RISK","D-03","How well does your organisation monitor model performance over time to detect silent distribution shifts in training data?","SINGLE_CHOICE","MULTIPLE_CHOICE_SINGLE","Y","Y","3"
"governr Position Internal AI Risk Framework","governr Position Internal Dataset Risk Assessment","GOVR-INT-DATASET-RISK","D-04","How comprehensively does your organisation scan training datasets for exposed credentials or secrets before use?","SINGLE_CHOICE","MULTIPLE_CHOICE_SINGLE","Y","Y","4"
"governr Position Internal AI Risk Framework","governr Position Internal Dataset Risk Assessment","GOVR-INT-DATASET-RISK","D-05","How effectively does your organisation validate the integrity and provenance of upstream or third-party datasets?","SINGLE_CHOICE","MULTIPLE_CHOICE_SINGLE","Y","Y","5"
"governr Position Internal AI Risk Framework","governr Position Internal Dataset Risk Assessment","GOVR-INT-DATASET-RISK","D-06","How well does your organisation define and enforce data retention periods for training and operational data?","SINGLE_CHOICE","MULTIPLE_CHOICE_SINGLE","Y","Y","6"
"governr Position Internal AI Risk Framework","governr Position Internal Dataset Risk Assessment","GOVR-INT-DATASET-RISK","D-07","How comprehensively does your organisation maintain audit trails for data modifications throughout the training pipeline?","SINGLE_CHOICE","MULTIPLE_CHOICE_SINGLE","Y","Y","7"
"governr Position Internal AI Risk Framework","governr Position Internal Dataset Risk Assessment","GOVR-INT-DATASET-RISK","D-08","How effectively does your organisation validate training data quality before use to prevent model accuracy degradation?","SINGLE_CHOICE","MULTIPLE_CHOICE_SINGLE","Y","Y","8"
"governr Position Internal AI Risk Framework","governr Position Internal Dataset Risk Assessment","GOVR-INT-DATASET-RISK","D-09","To what extent does your organisation apply privacy-preserving techniques during training to protect against membership inference?","SINGLE_CHOICE","MULTIPLE_CHOICE_SINGLE","Y","Y","9"
"governr Position Internal AI Risk Framework","governr Position Internal Dataset Risk Assessment","GOVR-INT-DATASET-RISK","D-10","How rigorously does your organisation validate synthetic data against real distributions before using it in training?","SINGLE_CHOICE","MULTIPLE_CHOICE_SINGLE","Y","Y","10"
"governr Position Internal AI Risk Framework","governr Position Internal MCP Server Risk Assessment","GOVR-INT-MCP-RISK","C-01","How effectively does your organisation validate MCP server endpoints against an approved registry before use?","SINGLE_CHOICE","MULTIPLE_CHOICE_SINGLE","Y","Y","1"
"governr Position Internal AI Risk Framework","governr Position Internal MCP Server Risk Assessment","GOVR-INT-MCP-RISK","C-02","How well does your organisation limit the context shared with MCP tools to only what is strictly necessary?","SINGLE_CHOICE","MULTIPLE_CHOICE_SINGLE","Y","Y","2"
"governr Position Internal AI Risk Framework","governr Position Internal MCP Server Risk Assessment","GOVR-INT-MCP-RISK","C-03","How comprehensively does your organisation enforce encryption for all MCP tool communications in transit?","SINGLE_CHOICE","MULTIPLE_CHOICE_SINGLE","Y","Y","3"
"governr Position Internal AI Risk Framework","governr Position Internal MCP Server Risk Assessment","GOVR-INT-MCP-RISK","C-04","How effectively does your organisation validate MCP tools against a signed registry before invocation?","SINGLE_CHOICE","MULTIPLE_CHOICE_SINGLE","Y","Y","4"
"governr Position Internal AI Risk Framework","governr Position Internal MCP Server Risk Assessment","GOVR-INT-MCP-RISK","C-05","How well does your organisation govern the sequences and combinations in which MCP tools can be invoked?","SINGLE_CHOICE","MULTIPLE_CHOICE_SINGLE","Y","Y","5"
"governr Position Internal AI Risk Framework","governr Position Internal MCP Server Risk Assessment","GOVR-INT-MCP-RISK","C-06","How comprehensively does your organisation maintain a centralised registry for tracking and approving MCP server deployments?","SINGLE_CHOICE","MULTIPLE_CHOICE_SINGLE","Y","Y","6"
"governr Position Internal AI Risk Framework","governr Position Internal MCP Server Risk Assessment","GOVR-INT-MCP-RISK","C-07","How effectively does your organisation verify the identity of callers before allowing MCP tool execution?","SINGLE_CHOICE","MULTIPLE_CHOICE_SINGLE","Y","Y","7"
"governr Position Internal AI Risk Framework","governr Position Internal MCP Server Risk Assessment","GOVR-INT-MCP-RISK","C-08","How well does your organisation monitor egress from MCP tool endpoints to detect sensitive data leaving the system?","SINGLE_CHOICE","MULTIPLE_CHOICE_SINGLE","Y","Y","8"
"governr Position Internal AI Risk Framework","governr Position Internal MCP Server Risk Assessment","GOVR-INT-MCP-RISK","C-09","How effectively does your organisation detect and remediate configuration drift in MCP server deployments?","SINGLE_CHOICE","MULTIPLE_CHOICE_SINGLE","Y","Y","9"
"governr Position Internal AI Risk Framework","governr Position Internal MCP Server Risk Assessment","GOVR-INT-MCP-RISK","C-10","How well does your organisation isolate MCP server instances to prevent shared state compromise across workflows?","SINGLE_CHOICE","MULTIPLE_CHOICE_SINGLE","Y","Y","10"
"governr Position Internal AI Risk Framework","governr Position Internal Model Risk Assessment","GOVR-INT-MODEL-RISK","M-01","How effectively does your organisation sanitise and validate user inputs before they reach the model?","SINGLE_CHOICE","MULTIPLE_CHOICE_SINGLE","Y","Y","1"
"governr Position Internal AI Risk Framework","governr Position Internal Model Risk Assessment","GOVR-INT-MODEL-RISK","M-02","How well does your organisation detect and prevent adversarial queries designed to extract model weights or replicate model behaviour?","SINGLE_CHOICE","MULTIPLE_CHOICE_SINGLE","Y","Y","2"
"governr Position Internal AI Risk Framework","governr Position Internal Model Risk Assessment","GOVR-INT-MODEL-RISK","M-03","How comprehensively does your organisation test models against adversarial perturbations before deployment?","SINGLE_CHOICE","MULTIPLE_CHOICE_SINGLE","Y","Y","3"
"governr Position Internal AI Risk Framework","governr Position Internal Model Risk Assessment","GOVR-INT-MODEL-RISK","M-04","How rigorously does your organisation test model safety guardrails against known bypass and jailbreaking techniques?","SINGLE_CHOICE","MULTIPLE_CHOICE_SINGLE","Y","Y","4"
"governr Position Internal AI Risk Framework","governr Position Internal Model Risk Assessment","GOVR-INT-MODEL-RISK","M-05","To what extent does your organisation apply privacy-preserving techniques during training to protect against model inversion?","SINGLE_CHOICE","MULTIPLE_CHOICE_SINGLE","Y","Y","5"
"governr Position Internal AI Risk Framework","governr Position Internal Model Risk Assessment","GOVR-INT-MODEL-RISK","M-06","How effectively does your organisation calibrate model confidence scores and apply uncertainty quantification to outputs?","SINGLE_CHOICE","MULTIPLE_CHOICE_SINGLE","Y","Y","6"
"governr Position Internal AI Risk Framework","governr Position Internal Model Risk Assessment","GOVR-INT-MODEL-RISK","M-07","How comprehensively does your organisation test for and mitigate bias in training data and model outputs before deployment?","SINGLE_CHOICE","MULTIPLE_CHOICE_SINGLE","Y","Y","7"
"governr Position Internal AI Risk Framework","governr Position Internal Model Risk Assessment","GOVR-INT-MODEL-RISK","M-08","How effectively does your organisation monitor fine-tuning data for adversarial patterns that could introduce backdoor behaviours?","SINGLE_CHOICE","MULTIPLE_CHOICE_SINGLE","Y","Y","8"
"governr Position Internal AI Risk Framework","governr Position Internal Model Risk Assessment","GOVR-INT-MODEL-RISK","M-09","How well does your organisation monitor model output quality post-deployment to detect silent performance degradation?","SINGLE_CHOICE","MULTIPLE_CHOICE_SINGLE","Y","Y","9"
"governr Position Internal AI Risk Framework","governr Position Internal Model Risk Assessment","GOVR-INT-MODEL-RISK","M-10","How comprehensively does your organisation apply and maintain traceability markers in model outputs to support attribution?","SINGLE_CHOICE","MULTIPLE_CHOICE_SINGLE","Y","Y","10"
"governr Position Internal AI Risk Framework","governr Position Internal System Risk Assessment","GOVR-INT-SYSTEM-RISK","S-01","How effectively does your organisation validate orchestration signals against a trusted source or schema?","SINGLE_CHOICE","MULTIPLE_CHOICE_SINGLE","Y","Y","1"
"governr Position Internal AI Risk Framework","governr Position Internal System Risk Assessment","GOVR-INT-SYSTEM-RISK","S-02","How comprehensively does your organisation review AI outputs for compliance with applicable laws, regulations, and policies?","SINGLE_CHOICE","MULTIPLE_CHOICE_SINGLE","Y","Y","2"
"governr Position Internal AI Risk Framework","governr Position Internal System Risk Assessment","GOVR-INT-SYSTEM-RISK","S-03","How effectively does your organisation discover and govern AI tools deployed outside official organisational channels?","SINGLE_CHOICE","MULTIPLE_CHOICE_SINGLE","Y","Y","3"
"governr Position Internal AI Risk Framework","governr Position Internal System Risk Assessment","GOVR-INT-SYSTEM-RISK","S-04","How well does your organisation monitor AI recommendation quality post-deployment to detect cumulative decision drift?","SINGLE_CHOICE","MULTIPLE_CHOICE_SINGLE","Y","Y","4"
"governr Position Internal AI Risk Framework","governr Position Internal System Risk Assessment","GOVR-INT-SYSTEM-RISK","S-05","How effectively does your organisation isolate AI systems from downstream production systems?","SINGLE_CHOICE","MULTIPLE_CHOICE_SINGLE","Y","Y","5"
"governr Position Internal AI Risk Framework","governr Position Internal System Risk Assessment","GOVR-INT-SYSTEM-RISK","S-06","How comprehensively does your organisation log AI actions in a structured, auditable format that supports compliance and investigation?","SINGLE_CHOICE","MULTIPLE_CHOICE_SINGLE","Y","Y","6"
"governr Position Internal AI Risk Framework","governr Position Internal System Risk Assessment","GOVR-INT-SYSTEM-RISK","S-07","How effectively does your organisation enforce compute quotas and consumption limits on AI workloads?","SINGLE_CHOICE","MULTIPLE_CHOICE_SINGLE","Y","Y","7"
"governr Position Internal AI Risk Framework","governr Position Internal System Risk Assessment","GOVR-INT-SYSTEM-RISK","S-08","To what extent does your organisation apply human oversight to high-risk automated AI workflows before irreversible execution?","SINGLE_CHOICE","MULTIPLE_CHOICE_SINGLE","Y","Y","8"
"governr Position Internal AI Risk Framework","governr Position Internal System Risk Assessment","GOVR-INT-SYSTEM-RISK","S-09","How well does your organisation design AI systems for portability to avoid deep dependency on a single vendor?","SINGLE_CHOICE","MULTIPLE_CHOICE_SINGLE","Y","Y","9"
"governr Position Internal AI Risk Framework","governr Position Internal System Risk Assessment","GOVR-INT-SYSTEM-RISK","S-10","How effectively does your organisation enforce integrity controls across the CI/CD pipeline to detect tampering with AI build artefacts?","SINGLE_CHOICE","MULTIPLE_CHOICE_SINGLE","Y","Y","10"
